instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Time
8017,2011-12-05,winter,2011,December,16:00:00,0,Monday,1,1,15.020408163265305,15.9968,63.0,0.0896,10,238,248,Afternoon
8018,2011-12-05,winter,2011,December,17:00:00,0,Monday,1,1,11.183673469387752,11.997200000000003,77.0,0.0,16,430,446,Afternoon
8019,2011-12-05,winter,2011,December,18:00:00,0,Monday,1,1,12.142857142857142,13.000399999999999,77.0,0.0,13,386,399,Afternoon
8020,2011-12-05,winter,2011,December,19:00:00,0,Monday,1,2,13.102040816326532,13.997,77.0,0.0,13,295,308,Evening
8021,2011-12-05,winter,2011,December,20:00:00,0,Monday,1,2,13.102040816326532,13.997,82.0,0.1045,15,190,205,Evening
8022,2011-12-05,winter,2011,December,21:00:00,0,Monday,1,2,12.142857142857142,13.000399999999999,88.0,0.0896,10,166,176,Evening
8023,2011-12-05,winter,2011,December,22:00:00,0,Monday,1,2,12.142857142857142,13.000399999999999,88.0,0.1343,12,94,106,Evening
8024,2011-12-05,winter,2011,December,23:00:00,0,Monday,1,2,13.102040816326532,13.997,88.0,0.1343,8,54,62,Evening
8025,2011-12-06,winter,2011,December,00:00:00,0,Tuesday,1,2,15.020408163265305,15.9968,77.0,0.2985,3,25,28,Evening
8026,2011-12-06,winter,2011,December,01:00:00,0,Tuesday,1,2,13.102040816326532,13.997,88.0,0.2985,2,14,16,Evening
8027,2011-12-06,winter,2011,December,02:00:00,0,Tuesday,1,2,13.102040816326532,13.997,87.0,0.194,0,3,3,Evening
8028,2011-12-06,winter,2011,December,03:00:00,0,Tuesday,1,2,13.102040816326532,13.997,87.0,0.194,0,3,3,Morning
8029,2011-12-06,winter,2011,December,04:00:00,0,Tuesday,1,3,13.102040816326532,13.997,88.0,0.2239,0,7,7,Morning
8030,2011-12-06,winter,2011,December,05:00:00,0,Tuesday,1,3,13.102040816326532,13.997,88.0,0.2239,0,20,20,Morning
8031,2011-12-06,winter,2011,December,06:00:00,0,Tuesday,1,2,12.142857142857142,13.000399999999999,94.0,0.2836,5,81,86,Morning
8032,2011-12-06,winter,2011,December,07:00:00,0,Tuesday,1,2,13.102040816326532,13.997,94.0,0.194,7,227,234,Morning
8033,2011-12-06,winter,2011,December,08:00:00,0,Tuesday,1,2,13.102040816326532,13.997,94.0,0.194,13,401,414,Morning
8034,2011-12-06,winter,2011,December,09:00:00,0,Tuesday,1,2,13.102040816326532,13.997,94.0,0.2239,4,200,204,Morning
8035,2011-12-06,winter,2011,December,10:00:00,0,Tuesday,1,3,13.102040816326532,13.997,94.0,0.2836,6,44,50,Morning
8036,2011-12-06,winter,2011,December,11:00:00,0,Tuesday,1,3,13.102040816326532,13.997,94.0,0.2537,4,28,32,Day
8037,2011-12-06,winter,2011,December,12:00:00,0,Tuesday,1,3,13.102040816326532,13.997,100.0,0.2239,5,50,55,Day
8038,2011-12-06,winter,2011,December,13:00:00,0,Tuesday,1,3,13.102040816326532,13.997,100.0,0.194,6,65,71,Day
8039,2011-12-06,winter,2011,December,14:00:00,0,Tuesday,1,3,14.061224489795915,15.0002,100.0,0.2239,6,69,75,Day
8040,2011-12-06,winter,2011,December,15:00:00,0,Tuesday,1,3,15.020408163265305,15.9968,100.0,0.194,2,43,45,Day
8041,2011-12-06,winter,2011,December,16:00:00,0,Tuesday,1,3,13.102040816326532,13.997,100.0,0.2537,4,84,88,Afternoon
8042,2011-12-06,winter,2011,December,17:00:00,0,Tuesday,1,2,13.102040816326532,13.997,100.0,0.2239,13,249,262,Afternoon
8043,2011-12-06,winter,2011,December,18:00:00,0,Tuesday,1,2,13.102040816326532,13.997,100.0,0.2836,17,287,304,Afternoon
8044,2011-12-06,winter,2011,December,19:00:00,0,Tuesday,1,3,13.102040816326532,13.997,100.0,0.2985,10,223,233,Evening
8045,2011-12-06,winter,2011,December,20:00:00,0,Tuesday,1,3,13.102040816326532,13.997,100.0,0.2985,3,107,110,Evening
8046,2011-12-06,winter,2011,December,21:00:00,0,Tuesday,1,2,12.142857142857142,13.000399999999999,100.0,0.194,6,108,114,Evening
8047,2011-12-06,winter,2011,December,22:00:00,0,Tuesday,1,3,13.102040816326532,13.997,100.0,0.1642,5,82,87,Evening
8048,2011-12-06,winter,2011,December,23:00:00,0,Tuesday,1,3,13.102040816326532,13.997,100.0,0.1642,5,48,53,Evening
8049,2011-12-07,winter,2011,December,00:00:00,0,Wednesday,1,1,12.142857142857142,13.000399999999999,100.0,0.194,3,30,33,Evening
8050,2011-12-07,winter,2011,December,01:00:00,0,Wednesday,1,2,13.102040816326532,13.997,100.0,0.2537,4,9,13,Evening
8051,2011-12-07,winter,2011,December,02:00:00,0,Wednesday,1,3,13.102040816326532,13.997,100.0,0.2239,2,4,6,Evening
8052,2011-12-07,winter,2011,December,03:00:00,0,Wednesday,1,3,13.102040816326532,13.997,100.0,0.2239,0,3,3,Morning
8053,2011-12-07,winter,2011,December,04:00:00,0,Wednesday,1,3,13.102040816326532,13.997,100.0,0.1642,0,1,1,Morning
8054,2011-12-07,winter,2011,December,05:00:00,0,Wednesday,1,3,13.102040816326532,13.997,100.0,0.1642,0,3,3,Morning
8055,2011-12-07,winter,2011,December,06:00:00,0,Wednesday,1,3,14.061224489795915,15.0002,100.0,0.4179,0,18,18,Morning
8056,2011-12-07,winter,2011,December,07:00:00,0,Wednesday,1,3,12.142857142857142,13.000399999999999,100.0,0.1045,3,43,46,Morning
8057,2011-12-07,winter,2011,December,08:00:00,0,Wednesday,1,3,12.142857142857142,13.000399999999999,100.0,0.0,6,80,86,Morning
8058,2011-12-07,winter,2011,December,09:00:00,0,Wednesday,1,3,12.142857142857142,13.000399999999999,100.0,0.2537,0,64,64,Morning
8059,2011-12-07,winter,2011,December,10:00:00,0,Wednesday,1,3,12.142857142857142,13.000399999999999,100.0,0.0896,1,32,33,Morning
8060,2011-12-07,winter,2011,December,11:00:00,0,Wednesday,1,3,12.142857142857142,13.000399999999999,100.0,0.0896,3,47,50,Day
8061,2011-12-07,winter,2011,December,12:00:00,0,Wednesday,1,3,12.142857142857142,13.000399999999999,100.0,0.1343,4,29,33,Day
8062,2011-12-07,winter,2011,December,13:00:00,0,Wednesday,1,3,12.142857142857142,13.000399999999999,100.0,0.194,5,28,33,Day
8063,2011-12-07,winter,2011,December,14:00:00,0,Wednesday,1,3,12.142857142857142,13.000399999999999,100.0,0.194,1,24,25,Day
8064,2011-12-07,winter,2011,December,15:00:00,0,Wednesday,1,3,11.183673469387752,11.997200000000003,94.0,0.2239,5,25,30,Day
8065,2011-12-07,winter,2011,December,16:00:00,0,Wednesday,1,3,11.183673469387752,11.997200000000003,94.0,0.194,3,28,31,Afternoon
8066,2011-12-07,winter,2011,December,17:00:00,0,Wednesday,1,3,10.224489795918366,11.000600000000002,100.0,0.3284,4,48,52,Afternoon
8067,2011-12-07,winter,2011,December,18:00:00,0,Wednesday,1,3,10.224489795918366,11.000600000000002,94.0,0.2985,3,48,51,Afternoon
8068,2011-12-07,winter,2011,December,19:00:00,0,Wednesday,1,3,7.346938775510205,3.0014000000000003,87.0,0.6418,2,31,33,Evening
8069,2011-12-07,winter,2011,December,20:00:00,0,Wednesday,1,3,7.346938775510205,3.0014000000000003,87.0,0.6418,1,25,26,Evening
8070,2011-12-07,winter,2011,December,21:00:00,0,Wednesday,1,3,5.428571428571427,1.0015999999999998,87.0,0.5224,0,6,6,Evening
8071,2011-12-07,winter,2011,December,22:00:00,0,Wednesday,1,3,2.551020408163266,-2.9979999999999993,93.0,0.4478,0,13,13,Evening
8072,2011-12-07,winter,2011,December,23:00:00,0,Wednesday,1,1,2.551020408163266,-2.0013999999999985,93.0,0.3881,0,16,16,Evening
8073,2011-12-08,winter,2011,December,00:00:00,0,Thursday,1,2,3.5102040816326543,-0.9982000000000006,87.0,0.2985,0,21,21,Evening
8074,2011-12-08,winter,2011,December,01:00:00,0,Thursday,1,1,3.5102040816326543,-0.9982000000000006,81.0,0.3582,1,6,7,Evening
8075,2011-12-08,winter,2011,December,02:00:00,0,Thursday,1,1,4.4693877551020424,1.9982000000000006,65.0,0.2239,0,4,4,Evening
8076,2011-12-08,winter,2011,December,03:00:00,0,Thursday,1,1,3.5102040816326543,-0.9982000000000006,60.0,0.2985,0,1,1,Morning
8077,2011-12-08,winter,2011,December,04:00:00,0,Thursday,1,2,2.551020408163266,-2.9979999999999993,60.0,0.4627,0,2,2,Morning
8078,2011-12-08,winter,2011,December,05:00:00,0,Thursday,1,1,1.591836734693878,-2.0013999999999985,64.0,0.2239,0,12,12,Morning
8079,2011-12-08,winter,2011,December,06:00:00,0,Thursday,1,1,1.591836734693878,-2.0013999999999985,55.00000000000001,0.2836,0,71,71,Morning
8080,2011-12-08,winter,2011,December,07:00:00,0,Thursday,1,1,1.591836734693878,-2.0013999999999985,60.0,0.2239,11,233,244,Morning
8081,2011-12-08,winter,2011,December,08:00:00,0,Thursday,1,1,1.591836734693878,-2.0013999999999985,55.00000000000001,0.2836,11,418,429,Morning
8082,2011-12-08,winter,2011,December,09:00:00,0,Thursday,1,1,2.551020408163266,-2.0013999999999985,52.0,0.3881,7,218,225,Morning
8083,2011-12-08,winter,2011,December,10:00:00,0,Thursday,1,1,3.5102040816326543,-0.9982000000000006,52.0,0.3284,1,109,110,Morning
8084,2011-12-08,winter,2011,December,11:00:00,0,Thursday,1,1,4.4693877551020424,1.9982000000000006,52.0,0.2537,6,100,106,Day
8085,2011-12-08,winter,2011,December,12:00:00,0,Thursday,1,1,4.4693877551020424,1.0015999999999998,52.0,0.3284,8,148,156,Day
8086,2011-12-08,winter,2011,December,13:00:00,0,Thursday,1,1,5.428571428571427,1.9982000000000006,49.0,0.3582,9,115,124,Day
8087,2011-12-08,winter,2011,December,14:00:00,0,Thursday,1,1,6.387755102040817,3.998000000000001,45.0,0.2537,16,121,137,Day
8088,2011-12-08,winter,2011,December,15:00:00,0,Thursday,1,1,6.387755102040817,5.997799999999998,45.0,0.1343,19,98,117,Day
8089,2011-12-08,winter,2011,December,16:00:00,0,Thursday,1,1,6.387755102040817,5.001199999999997,45.0,0.194,7,201,208,Afternoon
8090,2011-12-08,winter,2011,December,17:00:00,0,Thursday,1,1,5.428571428571427,5.001199999999997,49.0,0.1045,10,321,331,Afternoon
8091,2011-12-08,winter,2011,December,18:00:00,0,Thursday,1,1,4.4693877551020424,1.9982000000000006,52.0,0.2239,12,306,318,Afternoon
8092,2011-12-08,winter,2011,December,19:00:00,0,Thursday,1,1,3.5102040816326543,1.9982000000000006,56.00000000000001,0.1045,12,220,232,Evening
8093,2011-12-08,winter,2011,December,20:00:00,0,Thursday,1,1,3.5102040816326543,1.9982000000000006,60.0,0.1045,5,170,175,Evening
8094,2011-12-08,winter,2011,December,21:00:00,0,Thursday,1,1,4.4693877551020424,3.998000000000001,61.0,0.0896,4,135,139,Evening
8095,2011-12-08,winter,2011,December,22:00:00,0,Thursday,1,1,3.5102040816326543,1.9982000000000006,65.0,0.1343,8,84,92,Evening
8096,2011-12-08,winter,2011,December,23:00:00,0,Thursday,1,1,2.551020408163266,1.0015999999999998,70.0,0.1045,3,58,61,Evening
8097,2011-12-09,winter,2011,December,00:00:00,0,Friday,1,1,2.551020408163266,3.0014000000000003,65.0,0.0,8,26,34,Evening
8098,2011-12-09,winter,2011,December,01:00:00,0,Friday,1,1,2.551020408163266,3.0014000000000003,65.0,0.0,2,12,14,Evening
8099,2011-12-09,winter,2011,December,02:00:00,0,Friday,1,1,2.551020408163266,3.0014000000000003,70.0,0.0,2,10,12,Evening
8100,2011-12-09,winter,2011,December,03:00:00,0,Friday,1,1,1.591836734693878,1.9982000000000006,80.0,0.0,1,5,6,Morning
8101,2011-12-09,winter,2011,December,04:00:00,0,Friday,1,1,1.591836734693878,1.9982000000000006,80.0,0.0,1,1,2,Morning
8102,2011-12-09,winter,2011,December,05:00:00,0,Friday,1,1,1.591836734693878,1.9982000000000006,80.0,0.0,0,20,20,Morning
8103,2011-12-09,winter,2011,December,06:00:00,0,Friday,1,1,1.591836734693878,1.0015999999999998,80.0,0.0896,1,62,63,Morning
8104,2011-12-09,winter,2011,December,07:00:00,0,Friday,1,1,1.591836734693878,1.0015999999999998,75.0,0.0896,4,195,199,Morning
8105,2011-12-09,winter,2011,December,08:00:00,0,Friday,1,1,2.551020408163266,3.0014000000000003,81.0,0.0,7,378,385,Morning
8106,2011-12-09,winter,2011,December,09:00:00,0,Friday,1,1,3.5102040816326543,3.0014000000000003,81.0,0.0896,8,256,264,Morning
8107,2011-12-09,winter,2011,December,10:00:00,0,Friday,1,2,5.428571428571427,3.998000000000001,70.0,0.1642,11,115,126,Morning
8108,2011-12-09,winter,2011,December,11:00:00,0,Friday,1,1,6.387755102040817,3.998000000000001,70.0,0.2537,15,121,136,Day
8109,2011-12-09,winter,2011,December,12:00:00,0,Friday,1,1,8.306122448979593,5.997799999999998,56.99999999999999,0.2985,27,146,173,Day
8110,2011-12-09,winter,2011,December,13:00:00,0,Friday,1,1,9.26530612244898,9.997399999999999,50.0,0.194,27,141,168,Day
8111,2011-12-09,winter,2011,December,14:00:00,0,Friday,1,1,9.26530612244898,9.997399999999999,46.0,0.2836,24,163,187,Day
8112,2011-12-09,winter,2011,December,15:00:00,0,Friday,1,1,9.26530612244898,9.997399999999999,46.0,0.2836,29,160,189,Day
8113,2011-12-09,winter,2011,December,16:00:00,0,Friday,1,1,8.306122448979593,7.000999999999998,62.0,0.1343,24,226,250,Afternoon
8114,2011-12-09,winter,2011,December,17:00:00,0,Friday,1,1,7.346938775510205,7.000999999999998,66.0,0.1045,10,352,362,Afternoon
8115,2011-12-09,winter,2011,December,18:00:00,0,Friday,1,1,7.346938775510205,7.9975999999999985,61.0,0.0,10,308,318,Afternoon
8116,2011-12-09,winter,2011,December,19:00:00,0,Friday,1,1,7.346938775510205,7.9975999999999985,61.0,0.0,10,189,199,Evening
8117,2011-12-09,winter,2011,December,20:00:00,0,Friday,1,1,5.428571428571427,5.997799999999998,81.0,0.0,10,140,150,Evening
8118,2011-12-09,winter,2011,December,21:00:00,0,Friday,1,1,5.428571428571427,5.997799999999998,75.0,0.0,9,131,140,Evening
8119,2011-12-09,winter,2011,December,22:00:00,0,Friday,1,1,4.4693877551020424,5.001199999999997,87.0,0.0,15,114,129,Evening
8120,2011-12-09,winter,2011,December,23:00:00,0,Friday,1,1,4.4693877551020424,5.001199999999997,81.0,0.0,6,88,94,Evening
8121,2011-12-10,winter,2011,December,00:00:00,0,Saturday,0,2,3.5102040816326543,1.9982000000000006,81.0,0.1045,11,66,77,Evening
8122,2011-12-10,winter,2011,December,01:00:00,0,Saturday,0,2,3.5102040816326543,1.0015999999999998,70.0,0.1642,11,55,66,Evening
8123,2011-12-10,winter,2011,December,02:00:00,0,Saturday,0,2,4.4693877551020424,3.998000000000001,61.0,0.0896,12,48,60,Evening
8124,2011-12-10,winter,2011,December,03:00:00,0,Saturday,0,2,4.4693877551020424,3.998000000000001,61.0,0.0896,5,20,25,Morning
8125,2011-12-10,winter,2011,December,04:00:00,0,Saturday,0,2,3.5102040816326543,1.9982000000000006,65.0,0.1045,0,3,3,Morning
8126,2011-12-10,winter,2011,December,05:00:00,0,Saturday,0,1,3.5102040816326543,1.0015999999999998,60.0,0.1642,0,6,6,Morning
8127,2011-12-10,winter,2011,December,06:00:00,0,Saturday,0,1,2.551020408163266,1.0015999999999998,65.0,0.1045,1,10,11,Morning
8128,2011-12-10,winter,2011,December,07:00:00,0,Saturday,0,1,2.551020408163266,-0.9982000000000006,65.0,0.194,0,11,11,Morning
8129,2011-12-10,winter,2011,December,08:00:00,0,Saturday,0,1,3.5102040816326543,1.9982000000000006,65.0,0.1343,5,68,73,Morning
8130,2011-12-10,winter,2011,December,09:00:00,0,Saturday,0,1,4.4693877551020424,1.0015999999999998,61.0,0.2836,15,134,149,Morning
8131,2011-12-10,winter,2011,December,10:00:00,0,Saturday,0,1,6.387755102040817,3.998000000000001,56.99999999999999,0.2537,31,161,192,Morning
8132,2011-12-10,winter,2011,December,11:00:00,0,Saturday,0,1,6.387755102040817,3.0014000000000003,53.0,0.4179,44,192,236,Day
8133,2011-12-10,winter,2011,December,12:00:00,0,Saturday,0,1,6.387755102040817,3.0014000000000003,45.0,0.4179,48,235,283,Day
8134,2011-12-10,winter,2011,December,13:00:00,0,Saturday,0,1,7.346938775510205,3.998000000000001,34.0,0.4179,47,239,286,Day
8135,2011-12-10,winter,2011,December,14:00:00,0,Saturday,0,1,7.346938775510205,3.998000000000001,31.0,0.3284,51,242,293,Day
8136,2011-12-10,winter,2011,December,15:00:00,0,Saturday,0,1,7.346938775510205,3.998000000000001,34.0,0.3582,60,239,299,Day
8137,2011-12-10,winter,2011,December,16:00:00,0,Saturday,0,1,6.387755102040817,3.0014000000000003,31.0,0.3881,58,183,241,Afternoon
8138,2011-12-10,winter,2011,December,17:00:00,0,Saturday,0,1,4.4693877551020424,1.0015999999999998,36.0,0.3284,34,151,185,Afternoon
8139,2011-12-10,winter,2011,December,18:00:00,0,Saturday,0,1,3.5102040816326543,1.0015999999999998,38.0,0.2239,28,144,172,Afternoon
8140,2011-12-10,winter,2011,December,19:00:00,0,Saturday,0,1,3.5102040816326543,-0.0015999999999998238,38.0,0.2836,15,139,154,Evening
8141,2011-12-10,winter,2011,December,20:00:00,0,Saturday,0,1,2.551020408163266,-0.9982000000000006,35.0,0.2239,10,114,124,Evening
8142,2011-12-10,winter,2011,December,21:00:00,0,Saturday,0,1,1.591836734693878,-2.0013999999999985,44.0,0.2239,4,79,83,Evening
8143,2011-12-10,winter,2011,December,22:00:00,0,Saturday,0,1,1.591836734693878,-0.9982000000000006,41.0,0.1343,7,88,95,Evening
8144,2011-12-10,winter,2011,December,23:00:00,0,Saturday,0,1,0.6326530612244916,-2.0013999999999985,47.0,0.1642,5,61,66,Evening
8145,2011-12-11,winter,2011,December,00:00:00,0,Sunday,0,1,0.6326530612244916,-2.9979999999999993,51.0,0.2239,5,69,74,Evening
8146,2011-12-11,winter,2011,December,01:00:00,0,Sunday,0,1,-1.2857142857142847,-6.0009999999999994,59.0,0.2239,8,54,62,Evening
8147,2011-12-11,winter,2011,December,02:00:00,0,Sunday,0,1,-0.32653061224489743,-4.997800000000002,55.00000000000001,0.2537,5,47,52,Evening
8148,2011-12-11,winter,2011,December,03:00:00,0,Sunday,0,1,-1.2857142857142847,-4.001200000000001,59.0,0.1343,2,17,19,Morning
8149,2011-12-11,winter,2011,December,04:00:00,0,Sunday,0,1,-1.2857142857142847,-4.997800000000002,59.0,0.1642,0,5,5,Morning
8150,2011-12-11,winter,2011,December,05:00:00,0,Sunday,0,1,-0.32653061224489743,-2.0013999999999985,59.0,0.1045,0,6,6,Morning
8151,2011-12-11,winter,2011,December,06:00:00,0,Sunday,0,1,-1.2857142857142847,-0.9982000000000006,59.0,0.0,0,10,10,Morning
8152,2011-12-11,winter,2011,December,07:00:00,0,Sunday,0,1,-0.32653061224489743,-0.0015999999999998238,55.00000000000001,0.0,1,30,31,Morning
8153,2011-12-11,winter,2011,December,08:00:00,0,Sunday,0,1,-1.2857142857142847,-0.9982000000000006,69.0,0.0,4,68,72,Morning
8154,2011-12-11,winter,2011,December,09:00:00,0,Sunday,0,1,0.6326530612244916,1.0015999999999998,59.0,0.0,19,88,107,Morning
8155,2011-12-11,winter,2011,December,10:00:00,0,Sunday,0,1,2.551020408163266,3.0014000000000003,44.0,0.0,30,164,194,Morning
8156,2011-12-11,winter,2011,December,11:00:00,0,Sunday,0,1,3.5102040816326543,3.998000000000001,35.0,0.0,31,166,197,Day
8157,2011-12-11,winter,2011,December,12:00:00,0,Sunday,0,1,3.5102040816326543,3.998000000000001,35.0,0.0,42,246,288,Day
8158,2011-12-11,winter,2011,December,13:00:00,0,Sunday,0,1,5.428571428571427,5.997799999999998,31.0,0.0,44,224,268,Day
8159,2011-12-11,winter,2011,December,14:00:00,0,Sunday,0,1,5.428571428571427,5.997799999999998,28.000000000000004,0.0,44,198,242,Day
8160,2011-12-11,winter,2011,December,15:00:00,0,Sunday,0,1,5.428571428571427,5.997799999999998,26.0,0.0,47,219,266,Day
8161,2011-12-11,winter,2011,December,16:00:00,0,Sunday,0,1,5.428571428571427,5.997799999999998,26.0,0.0,32,174,206,Afternoon
8162,2011-12-11,winter,2011,December,17:00:00,0,Sunday,0,1,4.4693877551020424,5.001199999999997,30.0,0.0,13,150,163,Afternoon
8163,2011-12-11,winter,2011,December,18:00:00,0,Sunday,0,1,2.551020408163266,-0.9982000000000006,48.0,0.194,12,151,163,Afternoon
8164,2011-12-11,winter,2011,December,19:00:00,0,Sunday,0,1,1.591836734693878,-0.9982000000000006,55.00000000000001,0.194,7,98,105,Evening
8165,2011-12-11,winter,2011,December,20:00:00,0,Sunday,0,1,1.591836734693878,-0.0015999999999998238,55.00000000000001,0.1045,10,62,72,Evening
8166,2011-12-11,winter,2011,December,21:00:00,0,Sunday,0,1,1.591836734693878,1.9982000000000006,55.00000000000001,0.0,10,53,63,Evening
8167,2011-12-11,winter,2011,December,22:00:00,0,Sunday,0,1,1.591836734693878,1.9982000000000006,55.00000000000001,0.0,7,36,43,Evening
8168,2011-12-11,winter,2011,December,23:00:00,0,Sunday,0,1,0.6326530612244916,1.0015999999999998,69.0,0.0,4,31,35,Evening
8169,2011-12-12,winter,2011,December,00:00:00,0,Monday,1,1,0.6326530612244916,-0.9982000000000006,69.0,0.0896,4,16,20,Evening
8170,2011-12-12,winter,2011,December,01:00:00,0,Monday,1,1,0.6326530612244916,1.0015999999999998,69.0,0.0,0,9,9,Evening
8171,2011-12-12,winter,2011,December,02:00:00,0,Monday,1,1,0.6326530612244916,1.0015999999999998,69.0,0.0,0,4,4,Evening
8172,2011-12-12,winter,2011,December,03:00:00,0,Monday,1,1,-0.32653061224489743,-0.0015999999999998238,74.0,0.0,0,2,2,Morning
8173,2011-12-12,winter,2011,December,04:00:00,0,Monday,1,1,-0.32653061224489743,-0.0015999999999998238,74.0,0.0,0,3,3,Morning
8174,2011-12-12,winter,2011,December,05:00:00,0,Monday,1,1,-1.2857142857142847,-0.9982000000000006,80.0,0.0,0,21,21,Morning
8175,2011-12-12,winter,2011,December,06:00:00,0,Monday,1,1,-1.2857142857142847,-4.001200000000001,80.0,0.1045,1,63,64,Morning
8176,2011-12-12,winter,2011,December,07:00:00,0,Monday,1,1,-2.244897959183673,-6.0009999999999994,86.0,0.1343,4,231,235,Morning
8177,2011-12-12,winter,2011,December,08:00:00,0,Monday,1,2,-1.2857142857142847,-4.001200000000001,80.0,0.1045,7,378,385,Morning
8178,2011-12-12,winter,2011,December,09:00:00,0,Monday,1,2,-0.32653061224489743,-2.0013999999999985,74.0,0.0896,12,208,220,Morning
8179,2011-12-12,winter,2011,December,10:00:00,0,Monday,1,2,1.591836734693878,-0.0015999999999998238,69.0,0.1045,14,91,105,Morning
8180,2011-12-12,winter,2011,December,11:00:00,0,Monday,1,2,3.5102040816326543,3.0014000000000003,60.0,0.0896,15,100,115,Day
8181,2011-12-12,winter,2011,December,12:00:00,0,Monday,1,1,4.4693877551020424,3.0014000000000003,52.0,0.1045,7,138,145,Day
8182,2011-12-12,winter,2011,December,13:00:00,0,Monday,1,2,5.428571428571427,5.001199999999997,52.0,0.1045,13,153,166,Day
8183,2011-12-12,winter,2011,December,14:00:00,0,Monday,1,2,6.387755102040817,5.997799999999998,53.0,0.1343,16,95,111,Day
8184,2011-12-12,winter,2011,December,15:00:00,0,Monday,1,2,6.387755102040817,5.997799999999998,56.99999999999999,0.1045,8,124,132,Day
8185,2011-12-12,winter,2011,December,16:00:00,0,Monday,1,2,6.387755102040817,5.997799999999998,56.99999999999999,0.0896,5,209,214,Afternoon
8186,2011-12-12,winter,2011,December,17:00:00,0,Monday,1,2,5.428571428571427,5.997799999999998,56.00000000000001,0.0,7,352,359,Afternoon
8187,2011-12-12,winter,2011,December,18:00:00,0,Monday,1,1,5.428571428571427,5.001199999999997,56.00000000000001,0.0896,8,349,357,Afternoon
8188,2011-12-12,winter,2011,December,19:00:00,0,Monday,1,1,4.4693877551020424,3.998000000000001,61.0,0.0896,9,232,241,Evening
8189,2011-12-12,winter,2011,December,20:00:00,0,Monday,1,1,5.428571428571427,5.001199999999997,56.00000000000001,0.0896,8,157,165,Evening
8190,2011-12-12,winter,2011,December,21:00:00,0,Monday,1,1,3.5102040816326543,3.998000000000001,81.0,0.0,2,119,121,Evening
8191,2011-12-12,winter,2011,December,22:00:00,0,Monday,1,1,3.5102040816326543,3.998000000000001,70.0,0.0,0,71,71,Evening
8192,2011-12-12,winter,2011,December,23:00:00,0,Monday,1,1,2.551020408163266,3.0014000000000003,75.0,0.0,3,42,45,Evening
8193,2011-12-13,winter,2011,December,00:00:00,0,Tuesday,1,1,1.591836734693878,1.9982000000000006,80.0,0.0,1,16,17,Evening
8194,2011-12-13,winter,2011,December,01:00:00,0,Tuesday,1,1,0.6326530612244916,1.0015999999999998,80.0,0.0,0,4,4,Evening
8195,2011-12-13,winter,2011,December,02:00:00,0,Tuesday,1,1,0.6326530612244916,1.0015999999999998,80.0,0.0,1,1,2,Evening
8196,2011-12-13,winter,2011,December,03:00:00,0,Tuesday,1,1,-0.32653061224489743,-0.0015999999999998238,80.0,0.0,0,3,3,Morning
8197,2011-12-13,winter,2011,December,04:00:00,0,Tuesday,1,1,0.6326530612244916,1.0015999999999998,80.0,0.0,0,4,4,Morning
8198,2011-12-13,winter,2011,December,05:00:00,0,Tuesday,1,1,-0.32653061224489743,-0.0015999999999998238,86.0,0.0,0,20,20,Morning
8199,2011-12-13,winter,2011,December,06:00:00,0,Tuesday,1,1,0.6326530612244916,1.0015999999999998,80.0,0.0,0,92,92,Morning
8200,2011-12-13,winter,2011,December,07:00:00,0,Tuesday,1,1,-1.2857142857142847,-4.997800000000002,80.0,0.1642,2,221,223,Morning
8201,2011-12-13,winter,2011,December,08:00:00,0,Tuesday,1,1,0.6326530612244916,-0.9982000000000006,69.0,0.1045,9,391,400,Morning
8202,2011-12-13,winter,2011,December,09:00:00,0,Tuesday,1,1,3.5102040816326543,1.0015999999999998,60.0,0.1642,10,223,233,Morning
8203,2011-12-13,winter,2011,December,10:00:00,0,Tuesday,1,1,5.428571428571427,3.998000000000001,52.0,0.1642,3,99,102,Morning
8204,2011-12-13,winter,2011,December,11:00:00,0,Tuesday,1,1,7.346938775510205,5.001199999999997,46.0,0.2537,9,115,124,Day
8205,2011-12-13,winter,2011,December,12:00:00,0,Tuesday,1,1,8.306122448979593,5.997799999999998,43.0,0.3582,20,147,167,Day
8206,2011-12-13,winter,2011,December,13:00:00,0,Tuesday,1,1,10.224489795918366,11.000600000000002,37.0,0.3284,7,120,127,Day
8207,2011-12-13,winter,2011,December,14:00:00,0,Tuesday,1,1,10.224489795918366,11.000600000000002,37.0,0.2537,18,116,134,Day
8208,2011-12-13,winter,2011,December,15:00:00,0,Tuesday,1,1,10.224489795918366,11.000600000000002,35.0,0.2537,7,144,151,Day
8209,2011-12-13,winter,2011,December,16:00:00,0,Tuesday,1,1,9.26530612244898,9.997399999999999,37.0,0.2537,13,194,207,Afternoon
8210,2011-12-13,winter,2011,December,17:00:00,0,Tuesday,1,1,8.306122448979593,7.000999999999998,40.0,0.194,17,381,398,Afternoon
8211,2011-12-13,winter,2011,December,18:00:00,0,Tuesday,1,1,7.346938775510205,5.001199999999997,42.0,0.2239,12,370,382,Afternoon
8212,2011-12-13,winter,2011,December,19:00:00,0,Tuesday,1,1,6.387755102040817,5.001199999999997,49.0,0.1642,5,262,267,Evening
8213,2011-12-13,winter,2011,December,20:00:00,0,Tuesday,1,1,6.387755102040817,5.001199999999997,49.0,0.1642,7,154,161,Evening
